item_id,release_date,item_desc,item_name,availability
112,2003,"Despite his overwhelming fear of interacting with people, Christopher, a mathematically-gifted, autistic fifteen-year-old boy, decides to investigate the murder of a neighbor's dog and uncovers secret information about his mother.",The Curious Incident of the Dog in the Night-Time : A Novel,1
113,2003,"Presents a novel about high school football in a small Texas town, a place in which football has become a religion.",Bleachers,1
114,2003,"During their first summer apart, four teenage girls, best friends since earliest childhood, stay in touch through a shared pair of secondhand jeans that magically adapts to each of their figures and affects their attitudes to their different summer experiences.",Sisterhood of the Traveling Pants,1
115,1998,"Matthew Hiller finds himself caught in the middle among his Hippocratic oath, his past, and a potential future with a beautiful but terminally ill woman married to another man",Only Love (Magical Love),1
116,2001,,Roses Are Red (Alex Cross Novels),1
117,2001,,The Rescue,1
118,2002,"When college student Jeff Converse is wrongly accused of a violent crime, he becomes trapped in the dark and evil underworld of Manhattan where the homeless, the desperate, and the insane have created their own society and where deranged predators hunt for prey in a deadly game. Reprint.",Manhattan Hunt Club,1
119,1996,"Centering around a Minneapolis beauty parlor that also functions as a women's support group, this novel explores the loves, losses, hopes, and victories experienced by Patty Jane and Harriet, two eccentric sisters",Patty Jane's House of Curl (Ballantine Reader's Circle),1
120,1994,"""Vivid, powerful, disturbing."" --Washington Post Book World ""A stunner...King gets you to believe the unbelievable."" --Detroit News ""Unrelenting, convincing...awesome power...his best yet."" --Pittsburgh Press",Pet Sematary,1
121,2000,Twin Cities investigative reporter Rick Beanblossom's family becomes the target of a terrifying copycat crime on the anniversary of the 1932 Lindberg kidnapping. Reprint.,Silent Snow,1
122,2001,"A poor seventeenth-century servant girl knows her place in the household of the painter Johannes Vermeer, but when he begins to paint her, nasty whispers and rumors circulate throughout the town. Reprint.",Girl with a Pearl Earring,1
123,2002,"Thirty years after the murder of her sister, photojournalist Anna Jamieson returns to New York City, the scene of the unsolved crime, and finds herself on a collision course with her terrifying memories and with a fiendishly clever killer.",Summer of Storms,1
124,2001,"Blackmailed by a master assassin to agree to perform life-saving surgery on the killer, famous neurosurgeon Jesse Copeland struggles with the choice between saving a terrorist's life or the lives of those he threatens. Reprint.",The Patient,1
125,1996,Clifford's enthusiasm knows no limits when Emily Elizabeth takes her big red dog to Sports Day.,Clifford's Sports Day,1
126,1998,,Postmortem (Kay Scarpetta Mysteries (Paperback)),1
127,2002,,Deception Point,1
128,1999,"The #1 New York Times bestselling sequel to the beloved Pulitzer Prize-winning classic memoir, Angelaâ€™s Ashes, about McCourtâ€™s coming of age as an immigrant in America. Frank McCourt's glorious childhood memoir, Angela's Ashes, has been loved and celebrated by readers everywhere for its spirit, its wit and its profound humanity. A tale of redemption, in which storytelling itself is the source of salvation, it won the National Book Critics Circle Award, the Los Angeles Times Book Award and the Pulitzer Prize. Rarely has a book so swiftly found its place on the literary landscape. And now we have 'Tis, the story of Frank's American journey from impoverished immigrant to brilliant teacher and raconteur. Frank lands in New York at age nineteen, in the company of a priest he meets on the boat. He gets a job at the Biltmore Hotel, where he immediately encounters the vivid hierarchies of this ""classless country,"" and then is drafted into the army and is sent to Germany to train dogs and type reports. It is Frank's incomparable voice -- his uncanny humor and his astonishing ear for dialogue -- that renders these experiences spellbinding. When Frank returns to America in 1953, he works on the docks, always resisting what everyone tells him, that men and women who have dreamed and toiled for years to get to America should ""stick to their own kind"" once they arrive. Somehow, Frank knows that he should be getting an education, and though he left school at fourteen, he talks his way into New York University. There, he falls in love with the quintessential Yankee, long-legged and blonde, and tries to live his dream. But it is not until he starts to teach -- and to write -- that Frank finds his place in the world. The same vulnerable but invincible spirit that captured the hearts of readers in Angela's Ashes comes of age. As Malcolm Jones said in his Newsweek review of Angela's Ashes, ""It is only the best storyteller who can so beguile his readers that he leaves them wanting more when he is done...and McCourt proves himself one of the very best."" Frank McCourt's 'Tis is one of the most eagerly awaited books of our time, and it is a masterpiece.",Tis : A Memoir,1
129,2003,,Angels &amp; Demons,1
130,1998,"Slapped with a libel suit after an appearance on a talk show, Malachy McCourt crows, ""If they could only see me now in the slums of Limerick, a big shot, sued for a million. Bejesus, isn't America a great and wonderful country?"" His older brother Frank's Pulitzer Prize-winning memoir, Angela's Ashes, took its somber tone from the bleak atmosphere of those slums, while Malachy's boisterous recollections are fueled by his zestful appreciation for the opportunities and oddities of his native land. He and Frank were born in Brooklyn, moved with their parents to Ireland as children, then returned to the States as adults. This book covers the decade 1952-63, when Malachy roistered across the U.S., Europe, and Asia, but spent most of his time in New York City. There his ready wit and quick tongue won him an acting job with the Irish Players, a semiregular stint on The Tonight Show hosted by Jack Paar, and friendships with some well-heeled, well-born types who shared his fondness for saloon life and bankrolled him in an East Side saloon that may have been the first singles bar. He chronicles those events--and many others--with back-slapping bonhomie. Although McCourt acknowledges the personal demons that pursued him from his poverty-stricken childhood and destroyed his first marriage, this is on the whole an exuberant autobiography that pays tribute to the joys of a freewheeling life.",A Monk Swimming,1
131,1998,Victorian-era criminal investigator William Monk wonders if a respected solicitor general found dead in a London slum or his barely living son could be responsible for a series of rapes and beatings of local prostitutes. Reprint.,The Silent Cry (William Monk Novels (Paperback)),1
132,2004,,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),1
133,1993,"Features inspirational stories offering words of wisdom, hope, and empowerment",Chicken Soup for the Soul (Chicken Soup for the Soul),1
134,1996,"When Dorothy triumphed over the Wicked Witch of the West in L. Frank Baum's classic tale, we heard only her side of the story. But what about her arch-nemesis, the mysterious witch? Where did she come from? How did she become so wicked? And what is the true nature of evil? Gregory Maguire creates a fantasy world so rich and vivid that we will never look at Oz the same way again. Wicked is about a land where animals talk and strive to be treated like first-class citizens, Munchkinlanders seek the comfort of middle-class stability and the Tin Man becomes a victim of domestic violence. And then there is the little green-skinned girl named Elphaba, who will grow up to be the infamous Wicked Witch of the West, a smart, prickly and misunderstood creature who challenges all our preconceived notions about the nature of good and evil.",Wicked: The Life and Times of the Wicked Witch of the West,1
